VirtualTime_Sec,RequestID,ModelID,OriginNode,EndNode,Operation,Size_GB,Duration_Sec,Description
0.000520,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,client_1,coordinator_0,NET_TRANSFER,0.000100,0.000520,Request Model ID
0.001040,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,coordinator_0,client_1,NET_TRANSFER,0.000100,0.000520,Signal: Cache Miss / Request Weights
1.601540,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,client_1,coordinator_0,NET_TRANSFER,8.000000,1.600500,Upload Model Weights
2.002040,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,coordinator_0,worker_1,NET_TRANSFER,2.000000,0.400500,Distribute Layer
3.335373,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_1,worker_1,DISK_LOAD,2.000000,1.333333,Disk -> RAM
3.366623,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_1,worker_1,MEM_MOVE,2.000000,0.031250,RAM -> VRAM
3.416623,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_1,worker_1,GPU_COMPUTE,0.050000,0.050000,GPU Compute
3.417143,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_1,coordinator_0,NET_TRANSFER,0.000100,0.000520,Signal Finished
3.817643,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,coordinator_0,worker_2,NET_TRANSFER,2.000000,0.400500,Distribute Layer
5.150977,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_2,worker_2,DISK_LOAD,2.000000,1.333333,Disk -> RAM
5.182227,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_2,worker_2,MEM_MOVE,2.000000,0.031250,RAM -> VRAM
5.232227,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_2,worker_2,GPU_COMPUTE,0.050000,0.050000,GPU Compute
5.232747,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_2,coordinator_0,NET_TRANSFER,0.000100,0.000520,Signal Finished
5.633247,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,coordinator_0,worker_3,NET_TRANSFER,2.000000,0.400500,Distribute Layer
6.966580,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_3,worker_3,DISK_LOAD,2.000000,1.333333,Disk -> RAM
6.997830,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_3,worker_3,MEM_MOVE,2.000000,0.031250,RAM -> VRAM
7.047830,100,1095f3e3-83d7-4390-a8ca-8cd44910d5bd,worker_3,worker_3,GPU_COMPUTE,0.050000,0.050000,GPU Compute
